id,title,context,question,answers
573350a0d058e614000b5842,Genocide,"The study of genocide has mainly been focused towards the legal aspect of the term. By formally recognizing the act of genocide as a crime, involves the undergoing prosecution that begins with not only seeing genocide as outrageous past any moral standpoint but also may be a legal liability within international relations. When genocide is looked at in a general aspect it is viewed as the deliberate killing of a certain group. Yet is commonly seen to escape the process of trial and prosecution due to the fact that genocide is more often than not committed by the officials in power of a state or area. In 1648 before the term genocide had been coined, the Peace of Westphalia was established to protect ethnic, national, racial and in some instances religious groups. During the 19th century humanitarian intervention was needed due to the fact of conflict and justification of some of the actions executed by the military.","In a general aspect, what is genocide viewed as?","{'text': ['the deliberate killing of a certain group'], 'answer_start': [387]}"
56ce3124aab44d1400b8852b,New_York_City,"Situated on one of the world's largest natural harbors, New York City consists of five boroughs, each of which is a separate county of New York State. The five boroughs – Brooklyn, Queens, Manhattan, the Bronx, and Staten Island – were consolidated into a single city in 1898. With a census-estimated 2014 population of 8,491,079 distributed over a land area of just 305 square miles (790 km2), New York is the most densely populated major city in the United States. As many as 800 languages are spoken in New York, making it the most linguistically diverse city in the world. By 2014 census estimates, the New York City metropolitan region remains by a significant margin the most populous in the United States, as defined by both the Metropolitan Statistical Area (20.1 million residents) and the Combined Statistical Area (23.6 million residents). In 2013, the MSA produced a gross metropolitan product (GMP) of nearly US$1.39 trillion, while in 2012, the CSA generated a GMP of over US$1.55 trillion, both ranking first nationally by a wide margin and behind the GDP of only twelve and eleven countries, respectively.",In what year were the five boroughs combined into one city?,"{'text': ['1898'], 'answer_start': [271]}"
56d1307b17492d1400aabbb2,The_Legend_of_Zelda:_Twilight_Princess,"The team worked on a Wii control scheme, adapting camera control and the fighting mechanics to the new interface. A prototype was created that used a swinging gesture to control the sword from a first-person viewpoint, but was unable to show the variety of Link's movements. When the third-person view was restored, Aonuma thought it felt strange to swing the Wii Remote with the right hand to control the sword in Link's left hand, so the entire Wii version map was mirrored.[p] Details about Wii controls began to surface in December 2005 when British publication NGC Magazine claimed that when a GameCube copy of Twilight Princess was played on the Revolution, it would give the player the option of using the Revolution controller. Miyamoto confirmed the Revolution controller-functionality in an interview with Nintendo of Europe and Time reported this soon after. However, support for the Wii controller did not make it into the GameCube release. At E3 2006, Nintendo announced that both versions would be available at the Wii launch, and had a playable version of Twilight Princess for the Wii.[p] Later, the GameCube release was pushed back to a month after the launch of the Wii.",When did Nintendo announce both versions of Twilight Princess would be available at the Wii launch?,"{'text': ['E3 2006'], 'answer_start': [956]}"
56cedc10aab44d1400b88b19,New_York_City,"In 1664, Peter Stuyvesant, the Director-General of the colony of New Netherland, surrendered New Amsterdam to the English without bloodshed. The English promptly renamed the fledgling city ""New York"" after the Duke of York (later King James II).",What did the English call New Amsterdam after its capture?,"{'text': ['New York'], 'answer_start': [190]}"
56cc08eb6d243a140015ee6e,Frédéric_Chopin,"On 3 December, Chopin complained about his bad health and the incompetence of the doctors in Majorca: ""Three doctors have visited me ... The first said I was dead; the second said I was dying; and the third said I was about to die."" He also had problems having his Pleyel piano sent to him. It finally arrived from Paris in December. Chopin wrote to Pleyel in January 1839: ""I am sending you my Preludes [(Op. 28)]. I finished them on your little piano, which arrived in the best possible condition in spite of the sea, the bad weather and the Palma customs."" Chopin was also able to undertake work on his Ballade No. 2, Op. 38; two Polonaises, Op. 40; and the Scherzo No. 3, Op. 39.",How many doctors saw Frédéric by the 3rd of December?,"{'text': ['Three'], 'answer_start': [103]}"
56cf2b33aab44d1400b88db2,New_York_City,"Winters are cold and damp, and prevailing wind patterns that blow offshore minimize the moderating effects of the Atlantic Ocean; yet the Atlantic and the partial shielding from colder air by the Appalachians keep the city warmer in the winter than inland North American cities at similar or lesser latitudes such as Pittsburgh, Cincinnati, and Indianapolis. The daily mean temperature in January, the area's coldest month, is 32.6 °F (0.3 °C); however, temperatures usually drop to 10 °F (−12 °C) several times per winter, and reach 50 °F (10 °C) several days each winter month. Spring and autumn are unpredictable and can range from chilly to warm, although they are usually mild with low humidity. Summers are typically warm to hot and humid, with a daily mean temperature of 76.5 °F (24.7 °C) in July and an average humidity level of 72%. Nighttime conditions are often exacerbated by the urban heat island phenomenon, while daytime temperatures exceed 90 °F (32 °C) on average of 17 days each summer and in some years exceed 100 °F (38 °C). In the warmer months, the dew point, a measure of atmospheric moisture, ranges from 57.3 °F (14.1 °C) in June to 62.0 °F (16.7 °C) in August. Extreme temperatures have ranged from −15 °F (−26 °C), recorded on February 9, 1934, up to 106 °F (41 °C) on July 9, 1936.","On average, how often do New York temperatures exceed 90 degrees Fahrenheit each year?","{'text': ['17'], 'answer_start': [985]}"
56d64a821c85041400947075,2008_Sichuan_earthquake,"The central government estimates that over 7,000 inadequately engineered schoolrooms collapsed in the earthquake. Chinese citizens have since invented a catch phrase: ""tofu-dregs schoolhouses"" (Chinese: 豆腐渣校舍), to mock both the quality and the quantity of these inferior constructions that killed so many school children. Due to the one-child policy, many families lost their only child when schools in the region collapsed during the earthquake. Consequently, Sichuan provincial and local officials have lifted the restriction for families whose only child was either killed or severely injured in the disaster. So-called ""illegal children"" under 18 years of age may be registered as legal replacements for their dead siblings; if the dead child was illegal, no further outstanding fines would apply. Reimbursement would not, however, be offered for fines that were already levied.",Why did so many schools collapse during the earthquake?,"{'text': ['inadequately engineered'], 'answer_start': [49]}"
56cf5ab3aab44d1400b890e9,To_Kill_a_Mockingbird,"In May 2005, Lee made an uncharacteristic appearance at the Los Angeles Public Library at the request of Peck's widow Veronique, who said of Lee: ""She's like a national treasure. She's someone who has made a difference...with this book. The book is still as strong as it ever was, and so is the film. All the kids in the United States read this book and see the film in the seventh and eighth grades and write papers and essays. My husband used to get thousands and thousands of letters from teachers who would send them to him.""",When did Lee randomly show up at the Los Angeles  Public Library?,"{'text': ['May 2005'], 'answer_start': [3]}"
56d39d2359d6e41400146822,To_Kill_a_Mockingbird,"To Kill a Mockingbird has been a source of significant controversy since its being the subject of classroom study as early as 1963. The book's racial slurs, profanity, and frank discussion of rape have led people to challenge its appropriateness in libraries and classrooms across the United States. The American Library Association reported that To Kill a Mockingbird was number 21 of the 100 most frequently challenged books of 2000–2009.","According to The American Library Association, what rank did the book have among the most frequently challenged books from 2000 to 2009?","{'text': ['21'], 'answer_start': [380]}"
56cfe836234ae51400d9c064,New_York_City,"New York City is home to Fort Hamilton, the U.S. military's only active duty installation within the city. Established in 1825 in Brooklyn on the site of a small battery utilized during the American Revolution, it is one of America's longest serving military forts. Today Fort Hamilton serves as the headquarters of the North Atlantic Division of the United States Army Corps of Engineers as well as for the New York City Recruiting Battalion. It also houses the 1179th Transportation Brigade, the 722nd Aeromedical Staging Squadron, and a military entrance processing station. Other formerly active military reservations still utilized for National Guard and military training or reserve operations in the city include Fort Wadsworth in Staten Island and Fort Totten in Queens.",When was Fort Hamilton built?,"{'text': ['1825'], 'answer_start': [122]}"
56d1099d17492d1400aab7c6,New_York_City,"The city is the birthplace of many cultural movements, including the Harlem Renaissance in literature and visual art; abstract expressionism (also known as the New York School) in painting; and hip hop, punk, salsa, disco, freestyle, Tin Pan Alley, and Jazz in music. New York City has been considered the dance capital of the world. The city is also widely celebrated in popular lore, frequently the setting for books, movies (see List of films set in New York City), and television programs. New York Fashion Week is one of the world's preeminent fashion events and is afforded extensive coverage by the media. New York has also frequently been ranked the top fashion capital of the world on the annual list compiled by the Global Language Monitor.",Who ranked New York as the fashion capital of the world?,"{'text': ['the Global Language Monitor'], 'answer_start': [722]}"
573402a3d058e614000b679a,Genocide,"All signatories to the CPPCG are required to prevent and punish acts of genocide, both in peace and wartime, though some barriers make this enforcement difficult. In particular, some of the signatories—namely, Bahrain, Bangladesh, India, Malaysia, the Philippines, Singapore, the United States, Vietnam, Yemen, and former Yugoslavia—signed with the proviso that no claim of genocide could be brought against them at the International Court of Justice without their consent. Despite official protests from other signatories (notably Cyprus and Norway) on the ethics and legal standing of these reservations, the immunity from prosecution they grant has been invoked from time to time, as when the United States refused to allow a charge of genocide brought against it by former Yugoslavia following the 1999 Kosovo War.",What major western power is exempt from charges or claims of genocide against itself?,"{'text': ['the United States'], 'answer_start': [276]}"
56cdd83862d2951400fa68e0,Spectre_(2015_film),"In November 2013 MGM and the McClory estate formally settled the issue with Danjaq, LLC—sister company of Eon Productions—with MGM acquiring the full copyright film rights to the concept of Spectre and all of the characters associated with it. With the acquisition of the film rights and the organisation's re-introduction to the series' continuity, the SPECTRE acronym was discarded and the organisation reimagined as ""Spectre"".",Who ended up with ownership of Spectre?,"{'text': ['MGM'], 'answer_start': [17]}"
56d5202a2593cc1400307a94,2008_Sichuan_earthquake,"China Mobile had more than 2,300 base stations suspended due to power disruption or severe telecommunication traffic congestion. Half of the wireless communications were lost in the Sichuan province. China Unicom's service in Wenchuan and four nearby counties was cut off, with more than 700 towers suspended.","Besides power disruption, what caused telecommunications to be suspended?","{'text': ['traffic congestion'], 'answer_start': [109]}"
56d004ab234ae51400d9c25f,Solar_energy,Solar water disinfection (SODIS) involves exposing water-filled plastic polyethylene terephthalate (PET) bottles to sunlight for several hours. Exposure times vary depending on weather and climate from a minimum of six hours to two days during fully overcast conditions. It is recommended by the World Health Organization as a viable method for household water treatment and safe storage. Over two million people in developing countries use this method for their daily drinking water.,How long should the plastic bottles filled with water be exposed to sunlight during Solar water disinfection?,"{'text': ['a minimum of six hours to two days during fully overcast conditions'], 'answer_start': [202]}"
56d3ee6e2ccc5a1400d82f5f,To_Kill_a_Mockingbird,"Sergel's play toured in the UK starting at West Yorkshire Playhouse in Leeds in 2006, and again in 2011 starting at the York Theatre Royal, both productions featuring Duncan Preston as Atticus Finch. The play also opened the 2013 season at Regent's Park Open Air Theatre in London where it played to full houses and starred Robert Sean Leonard as Atticus Finch, his first London appearance in 22 years. The production is returning to the venue to close the 2014 season, prior to a UK Tour.",Who played Atticus Finch in the UK theater productions of the film in 2006 and 2011?,"{'text': ['Duncan Preston'], 'answer_start': [167]}"
56cf3442aab44d1400b88e39,New_York_City,"The city's population in 2010 was 44% white (33.3% non-Hispanic white), 25.5% black (23% non-Hispanic black), 0.7% Native American, and 12.7% Asian. Hispanics of any race represented 28.6% of the population, while Asians constituted the fastest-growing segment of the city's population between 2000 and 2010; the non-Hispanic white population declined 3 percent, the smallest recorded decline in decades; and for the first time since the Civil War, the number of blacks declined over a decade.",By what percentage did the non-Hispanic white population decrease?,"{'text': ['3'], 'answer_start': [45]}"
56d4f7a22ccc5a1400d833b0,Beyoncé,"After Hurricane Katrina in 2005, Beyoncé and Rowland founded the Survivor Foundation to provide transitional housing for victims in the Houston area, to which Beyoncé contributed an initial $250,000. The foundation has since expanded to work with other charities in the city, and also provided relief following Hurricane Ike three years later.",How much money did Beyoncé contribute at the beginning of her Hurricane Katrina foundation?,"{'text': ['$250,000.'], 'answer_start': [190]}"
56d10ab417492d1400aab7e5,New_York_City,"Forty of the city's theaters, with more than 500 seats each, are collectively known as Broadway, after the major thoroughfare that crosses the Times Square Theater District, sometimes referred to as ""The Great White Way"". According to The Broadway League, Broadway shows sold approximately US$1.27 billion worth of tickets in the 2013–2014 season, an 11.4% increase from US$1.139 billion in the 2012–2013 season. Attendance in 2013–2014 stood at 12.21 million, representing a 5.5% increase from the 2012–2013 season's 11.57 million.",What was the dollar amount of the tickets sold on Broadway in 2013-14?,"{'text': ['US$1.27 billion'], 'answer_start': [290]}"
573344334776f419006607d2,Genocide,"The word genocide was later included as a descriptive term to the process of indictment, but not yet as a formal legal term According to Lemming, genocide was defined as ""a coordinated strategy to destroy a group of people, a process that could be accomplished through total annihilation as well as strategies that eliminate key elements of the group's basic existence, including language, culture, and economic infrastructure.” He created a concept of mobilizing much of the international relations and community, to working together and preventing the occurrence of such events happening within history and the international society. Australian anthropologist Peg LeVine coined the term ""ritualcide"" to describe the destruction of a group's cultural identity without necessarily destroying its members.","Prior to being a formal legal term, how was the word ""genocide"" used in an indictment scenario?","{'text': ['as a descriptive term'], 'answer_start': [37]}"
56bec29b3aeaaa14008c9382,Beyoncé,"In 2006, Beyoncé introduced her all-female tour band Suga Mama (also the name of a song in B'Day) which includes bassists, drummers, guitarists, horn players, keyboardists and percussionists. Her background singers, The Mamas, consist of Montina Cooper-Donnell, Crystal Collins and Tiffany Moniqué Riddick. They made their debut appearance at the 2006 BET Awards and re-appeared in the music videos for ""Irreplaceable"" and ""Green Light"". The band have supported Beyoncé in most subsequent live performances, including her 2007 concert tour The Beyoncé Experience, 2009–2010 I Am... World Tour and 2013–2014 The Mrs. Carter Show World Tour.",The Mamas first appearance was when?,"{'text': ['2006'], 'answer_start': [3]}"
